Key,"Total Points","Quals Score","Teleop Defenses Breached","Teleop Tower Captured","Auto Points","Auto Crossing Points","Auto Reach Points","Auto Boulder Points","Auto Boulders High","Auto Low Boulders","1114 Auto","Robot 1 Auto","Robot 2 Auto","Robot 3 Auto","Teleop Score","Teleop Crossing Points","Teleop Boulder Points","Teleop Challenge Points","Teleop Scale Points","Teleop Boulders Low","Teleop Boulders High","Tower End Strength","Category A","Category A Crossings","Category B","Category B Crossings","Category C","Category C Crossings","Category D","Category D Crossings","Category E","Category E Crossings","Foul Points","Foul Count","Tech Foul Count","Tower Face A","Tower Face B","Tower Face C","Breach Points","Capture Points","Adjust Points",Color
2016onwa_f1m1,115,95,1,,40,30,0,10,1,0,Crossed,Crossed,Crossed,Crossed,55,25,25,5,0,0,5,-3,A_ChevalDeFrise,2,B_Moat,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,0,1,0,Unknown,Unknown,Challenged,20,0,0,red
2016onwa_f1m2,200,155,1,1,50,30,0,20,2,0,Crossed,Crossed,Crossed,Crossed,100,25,40,5,30,0,8,0,A_ChevalDeFrise,2,B_Moat,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,5,3,0,Scaled,Challenged,Scaled,20,25,0,red
2016onwa_f1m3,200,155,1,1,50,30,0,20,2,0,Crossed,Crossed,Crossed,Crossed,90,25,40,10,15,0,8,-3,A_ChevalDeFrise,2,B_Moat,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,15,2,0,Challenged,Challenged,Scaled,20,25,0,red
2016onwa_qf1m1,212,167,1,1,40,30,0,10,1,0,Crossed,Crossed,Crossed,Crossed,107,25,47,5,30,1,9,7,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,0,D_RoughTerrain,2,E_LowBar,2,20,2,0,Scaled,Challenged,Scaled,20,25,0,red
2016onwa_qf1m2,141,121,1,,32,20,2,10,1,0,Reached,Crossed,Reached,Crossed,79,30,24,10,15,2,4,4,A_ChevalDeFrise,2,B_Moat,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,10,0,0,Challenged,Challenged,Scaled,20,0,0,red
2016onwa_qm1,142,142,1,1,50,30,0,20,2,0,Crossed,Crossed,Crossed,Crossed,92,35,22,5,30,6,2,-2,A_Portcullis,2,B_Ramparts,2,C_SallyPort,2,D_RockWall,2,E_LowBar,2,0,0,0,Challenged,Scaled,Scaled,0,0,0,red
2016onwa_qm15,139,139,1,1,40,30,0,10,1,0,Crossed,Crossed,Crossed,Crossed,94,35,44,15,0,2,8,-6,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,2,D_RockWall,2,E_LowBar,2,5,0,0,Challenged,Challenged,Challenged,0,0,0,red
2016onwa_qm18,160,160,1,1,40,20,0,20,2,0,Crossed,Crossed,Crossed,None,115,30,60,10,15,0,12,-3,A_ChevalDeFrise,2,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,5,1,0,Challenged,Scaled,Challenged,0,0,0,blue
2016onwa_qm21,147,147,1,1,34,10,4,20,2,0,Reached,Crossed,Reached,Reached,113,45,43,10,15,4,7,-2,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,2,D_RockWall,2,E_LowBar,2,0,0,0,Challenged,Challenged,Scaled,0,0,0,blue
2016onwa_qm27,123,123,1,,42,20,2,20,2,0,Reached,Crossed,Reached,Crossed,76,30,26,5,15,3,4,7,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,0,D_RoughTerrain,2,E_LowBar,2,5,0,0,None,Scaled,Challenged,0,0,0,red
2016onwa_qm33,190,190,1,1,60,30,0,30,3,0,Crossed,Crossed,Crossed,Crossed,130,25,70,5,30,0,14,0,A_ChevalDeFrise,2,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,0,0,1,Scaled,Challenged,Scaled,0,0,0,blue
2016onwa_qm40,115,115,1,,40,30,0,10,1,0,Crossed,Crossed,Crossed,Crossed,75,25,45,5,0,5,7,2,A_Portcullis,2,B_Moat,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,0,0,0,None,Challenged,Unknown,0,0,0,blue
2016onwa_qm45,104,104,1,1,30,30,0,0,0,0,Crossed,Crossed,Crossed,Crossed,64,25,24,15,0,7,2,-3,A_ChevalDeFrise,2,B_Moat,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,10,2,0,Challenged,Challenged,Challenged,0,0,0,red
2016onwa_qm48,120,120,1,,30,30,0,0,0,0,Crossed,Crossed,Crossed,Crossed,90,35,30,10,15,0,6,0,A_ChevalDeFrise,2,B_Moat,2,C_SallyPort,2,D_RoughTerrain,2,E_LowBar,2,0,0,1,Challenged,Challenged,Scaled,0,0,0,red
2016onwa_qm51,105,105,1,1,20,20,0,0,0,0,None,Crossed,Crossed,None,85,30,30,10,15,5,4,2,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,0,0,0,Challenged,Challenged,Scaled,0,0,0,blue
2016onwa_qm56,120,120,1,1,40,30,0,10,1,0,Crossed,Crossed,Crossed,Crossed,70,25,20,10,15,5,2,4,A_ChevalDeFrise,2,B_Moat,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,10,0,0,Challenged,Challenged,Scaled,0,0,0,red
2016onwa_qm64,130,130,1,,50,30,0,20,2,0,Crossed,Crossed,Crossed,Crossed,80,25,35,5,15,0,7,-6,A_ChevalDeFrise,2,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,0,0,1,Scaled,Challenged,None,0,0,0,blue
2016onwa_qm8,99,99,1,1,30,30,0,0,0,0,Crossed,Crossed,Crossed,Crossed,59,25,19,15,0,7,1,-1,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,0,D_RoughTerrain,2,E_LowBar,2,10,0,0,Challenged,Challenged,Challenged,0,0,0,blue
2016onwa_sf1m1,122,102,1,,40,30,0,10,1,0,Crossed,Crossed,Crossed,Crossed,62,25,27,10,0,1,5,0,A_Portcullis,2,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,0,0,0,Challenged,Challenged,None,20,0,0,red
2016onwa_sf1m2,194,149,1,1,50,30,0,20,2,0,Crossed,Crossed,Crossed,Crossed,89,25,29,5,30,2,5,-2,A_ChevalDeFrise,2,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,10,2,1,Scaled,Challenged,Scaled,20,25,0,red
2016onwa_sf1m3,197,152,1,1,40,30,0,10,1,0,Crossed,Crossed,Crossed,Crossed,112,25,52,5,30,1,10,-1,A_ChevalDeFrise,2,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,0,1,0,Scaled,Challenged,Scaled,20,25,0,red
2016onto_f1m1,158,113,1,1,30,30,0,0,0,0,Crossed,Crossed,Crossed,Crossed,78,25,28,10,15,4,4,0,A_ChevalDeFrise,2,B_Moat,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,5,1,0,Scaled,Challenged,Challenged,20,25,0,blue
2016onto_f1m2,179,134,1,1,30,30,0,0,0,0,Crossed,Crossed,Crossed,Crossed,99,25,49,10,15,2,9,-2,A_ChevalDeFrise,2,B_Moat,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,5,3,1,Scaled,Challenged,Challenged,20,25,0,blue
2016onto_f1m3,140,120,1,,40,30,0,10,1,0,Crossed,Crossed,Crossed,Crossed,80,25,45,10,0,0,9,0,A_ChevalDeFrise,2,B_Moat,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,0,2,0,Challenged,Challenged,None,20,0,0,blue
2016onto_qf3m1,154,134,1,,32,20,2,10,1,0,Crossed,Crossed,Reached,Crossed,92,35,32,10,15,1,6,3,A_ChevalDeFrise,2,B_Moat,1,C_SallyPort,2,D_RockWall,2,E_LowBar,2,10,0,1,Scaled,Challenged,Challenged,20,0,0,red
2016onto_qf3m2,160,140,1,,40,30,0,10,1,0,Crossed,Crossed,Crossed,Crossed,95,30,45,5,15,0,9,6,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,1,D_RockWall,2,E_LowBar,2,5,0,1,Challenged,None,Scaled,20,0,0,red
2016onto_qm14,117,117,1,1,40,30,0,10,1,0,Crossed,Crossed,Crossed,Crossed,77,25,37,15,0,1,7,-5,A_ChevalDeFrise,2,B_Moat,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,0,0,0,Challenged,Challenged,Challenged,0,0,0,blue
2016onto_qm24,167,167,1,1,40,20,0,20,2,0,Crossed,Crossed,None,Crossed,107,40,52,15,0,1,10,8,A_ChevalDeFrise,2,B_Ramparts,2,C_Drawbridge,2,D_RockWall,2,E_LowBar,2,20,2,0,Challenged,Challenged,Challenged,0,0,0,red
2016onto_qm29,95,95,1,1,27,20,2,5,0,1,Crossed,Crossed,Reached,Crossed,63,30,18,15,0,9,0,6,A_ChevalDeFrise,2,B_Ramparts,2,C_Drawbridge,0,D_RoughTerrain,2,E_LowBar,2,5,0,0,Challenged,Challenged,Challenged,0,0,0,red
2016onto_qm33,106,106,1,,40,30,0,10,1,0,Crossed,Crossed,Crossed,Crossed,56,25,26,5,0,8,2,0,A_ChevalDeFrise,2,B_Moat,2,C_SallyPort,0,D_RoughTerrain,2,E_LowBar,2,10,0,0,Unknown,Challenged,Unknown,0,0,0,red
2016onto_qm44,87,87,1,,20,20,0,0,0,0,Crossed,None,Crossed,Crossed,62,30,12,5,15,1,2,-5,A_ChevalDeFrise,2,B_Moat,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,5,1,0,Challenged,None,Scaled,0,0,0,red
2016onto_qm54,66,66,,,30,30,0,0,0,0,Crossed,Crossed,Crossed,Crossed,31,20,6,5,0,3,0,6,A_Portcullis,1,B_Moat,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,5,0,0,Challenged,None,None,0,0,0,blue
2016onto_qm59,97,97,1,,12,10,2,0,0,0,Crossed,Crossed,None,Reached,80,35,35,10,0,5,5,6,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,5,0,2,Challenged,Challenged,Unknown,0,0,0,blue
2016onto_qm67,113,113,1,1,35,30,0,5,0,1,Crossed,Crossed,Crossed,Crossed,73,25,23,10,15,4,3,7,A_ChevalDeFrise,2,B_Ramparts,2,C_Drawbridge,0,D_RoughTerrain,2,E_LowBar,2,5,0,0,Challenged,Challenged,Scaled,0,0,0,blue
2016onto_qm7,100,100,,,40,30,0,10,1,0,Crossed,Crossed,Crossed,Crossed,55,25,25,5,0,0,5,3,A_ChevalDeFrise,2,B_Moat,2,C_SallyPort,1,D_RoughTerrain,2,E_LowBar,1,5,0,0,None,None,Challenged,0,0,0,red
2016onto_qm78,99,99,1,,27,20,2,5,0,1,Crossed,Reached,Crossed,Crossed,67,30,17,5,15,1,3,1,A_ChevalDeFrise,2,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,5,0,1,Unknown,Challenged,Scaled,0,0,0,blue
