Key,"Total Points","Quals Score","Teleop Defenses Breached","Teleop Tower Captured","Auto Points","Auto Crossing Points","Auto Reach Points","Auto Boulder Points","Auto Boulders High","Auto Low Boulders","33 Auto","Robot 1 Auto","Robot 2 Auto","Robot 3 Auto","Teleop Score","Teleop Crossing Points","Teleop Boulder Points","Teleop Challenge Points","Teleop Scale Points","Teleop Boulders Low","Teleop Boulders High","Tower End Strength","Category A","Category A Crossings","Category B","Category B Crossings","Category C","Category C Crossings","Category D","Category D Crossings","Category E","Category E Crossings","Foul Points","Foul Count","Tech Foul Count","Tower Face A","Tower Face B","Tower Face C","Breach Points","Capture Points","Adjust Points",Color
2016miwat_qm6,55,55,,,10,0,0,10,1,0,None,None,None,None,45,20,15,10,0,0,3,3,A_ChevalDeFrise,0,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,0,0,0,0,Unknown,Challenged,Challenged,0,0,0,red
2016miwat_qm63,65,65,1,,10,10,0,0,0,0,Crossed,Crossed,None,None,50,35,0,0,15,0,0,3,A_ChevalDeFrise,2,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,5,0,0,None,Scaled,None,0,0,0,blue
2016miwat_qm71,106,106,1,,12,10,2,0,0,0,Crossed,Crossed,None,Reached,84,35,29,5,15,2,5,8,A_Portcullis,2,B_Ramparts,2,C_Drawbridge,0,D_RoughTerrain,2,E_LowBar,2,10,0,0,Challenged,Scaled,None,0,0,0,red
2016miwat_qm77,52,52,,,12,10,2,0,0,0,Crossed,None,Reached,Crossed,40,30,10,0,0,0,2,3,A_ChevalDeFrise,1,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,0,0,0,None,Unknown,Unknown,0,0,0,red
2016miwat_qm9,46,46,,,10,10,0,0,0,0,None,None,None,Crossed,36,20,6,10,0,3,0,7,A_Portcullis,0,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,1,0,1,0,Challenged,Challenged,Unknown,0,0,0,blue
2016miwat_sf1m1,172,127,1,1,30,30,0,0,0,0,Crossed,Crossed,Crossed,Crossed,97,35,37,10,15,6,5,4,A_ChevalDeFrise,2,B_Moat,2,C_SallyPort,2,D_RockWall,2,E_LowBar,2,0,0,0,Scaled,Challenged,Challenged,20,25,0,red
2016miwat_sf1m2,163,118,1,1,30,30,0,0,0,0,Crossed,Crossed,Crossed,Crossed,83,25,43,15,0,4,7,5,A_ChevalDeFrise,2,B_Moat,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,5,0,0,Challenged,Challenged,Challenged,20,25,0,red
2016mitry_f1m1,156,136,1,,22,20,2,0,0,0,Crossed,Crossed,Crossed,Reached,84,30,34,5,15,2,6,-1,A_ChevalDeFrise,2,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,30,0,0,Challenged,Scaled,None,20,0,0,red
2016mitry_f1m2,147,127,1,,30,30,0,0,0,0,Crossed,Crossed,Crossed,Crossed,87,25,42,5,15,1,8,1,A_ChevalDeFrise,2,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,10,0,1,None,Scaled,Challenged,20,0,0,red
2016mitry_qf1m1,135,115,1,,30,30,0,0,0,0,Crossed,Crossed,Crossed,Crossed,85,25,40,5,15,0,8,5,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,0,0,0,Challenged,Scaled,None,20,0,0,red
2016mitry_qf1m2,180,135,1,1,20,20,0,0,0,0,Crossed,None,Crossed,Crossed,105,30,50,10,15,0,10,3,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,0,D_RoughTerrain,2,E_LowBar,2,10,0,0,Challenged,Scaled,Challenged,20,25,0,red
2016mitry_qm11,100,100,1,,10,10,0,0,0,0,None,Crossed,None,None,85,35,30,5,15,0,6,4,A_ChevalDeFrise,2,B_Moat,2,C_SallyPort,0,D_RoughTerrain,2,E_LowBar,2,5,1,0,Challenged,Scaled,None,0,0,0,red
2016mitry_qm17,99,99,1,1,22,20,2,0,0,0,Crossed,Reached,Crossed,Crossed,77,30,32,15,0,6,4,6,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,0,0,0,Challenged,Challenged,Challenged,0,0,0,blue
2016mitry_qm22,102,102,1,,20,20,0,0,0,0,None,None,Crossed,Crossed,82,40,27,15,0,1,5,7,A_Portcullis,2,B_Moat,2,C_SallyPort,2,D_RoughTerrain,2,E_LowBar,2,0,0,0,Challenged,Challenged,Challenged,0,0,0,red
2016mitry_qm28,116,116,1,1,24,10,4,10,1,0,Reached,Reached,Reached,Crossed,92,35,32,10,15,1,6,7,A_ChevalDeFrise,2,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,0,1,0,Challenged,Scaled,Challenged,0,0,0,red
2016mitry_qm34,80,80,1,,14,10,4,0,0,0,Crossed,Reached,Reached,Crossed,66,35,21,10,0,3,3,1,A_ChevalDeFrise,2,B_Moat,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,0,0,0,Challenged,Challenged,None,0,0,0,blue
2016mitry_qm42,105,105,1,,30,20,0,10,1,0,None,None,Crossed,Crossed,75,30,25,5,15,0,5,5,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,0,1,0,Challenged,Scaled,Unknown,0,0,0,red
2016mitry_qm52,92,92,1,,12,10,2,0,0,0,Reached,Reached,None,Crossed,70,35,15,5,15,0,3,1,A_ChevalDeFrise,2,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,10,1,0,Challenged,Unknown,Scaled,0,0,0,blue
2016mitry_qm57,144,144,1,1,30,30,0,0,0,0,Crossed,Crossed,Crossed,Crossed,89,25,39,10,15,2,7,8,A_ChevalDeFrise,2,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,25,0,0,Challenged,Scaled,Challenged,0,0,0,blue
2016mitry_qm6,97,97,1,,22,10,2,10,1,0,Reached,Crossed,Reached,None,70,35,20,0,15,0,4,3,A_ChevalDeFrise,2,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,5,0,0,None,Scaled,Unknown,0,0,0,red
2016mitry_qm62,82,82,,,22,20,2,0,0,0,Crossed,Crossed,Crossed,Reached,60,25,25,10,0,0,5,7,A_ChevalDeFrise,0,B_Ramparts,2,C_SallyPort,1,D_RockWall,2,E_LowBar,2,0,0,0,None,Challenged,Challenged,0,0,0,blue
2016mitry_qm70,63,63,1,,4,0,4,0,0,0,Reached,Reached,Reached,None,59,40,14,5,0,2,2,4,A_Portcullis,2,B_Moat,2,C_Drawbridge,0,D_RoughTerrain,2,E_LowBar,2,0,0,0,Challenged,None,None,0,0,0,blue
2016mitry_qm75,102,102,1,,30,30,0,0,0,0,Crossed,Crossed,Crossed,Crossed,67,30,12,10,15,1,2,9,A_ChevalDeFrise,2,B_Moat,2,C_Drawbridge,1,D_RockWall,2,E_LowBar,2,5,1,0,Challenged,Scaled,Challenged,0,0,0,blue
2016mitry_sf1m1,142,122,1,,22,20,2,0,0,0,Crossed,Crossed,Crossed,Reached,85,30,35,5,15,0,7,1,A_ChevalDeFrise,2,B_Moat,2,C_Drawbridge,0,D_RoughTerrain,2,E_LowBar,2,15,0,0,None,Scaled,Challenged,20,0,0,red
2016mitry_sf1m2,132,112,1,,12,10,2,0,0,0,Crossed,Reached,Crossed,None,100,35,40,10,15,0,8,2,A_Portcullis,2,B_Moat,2,C_Drawbridge,0,D_RoughTerrain,2,E_LowBar,2,0,0,1,Challenged,Scaled,Challenged,20,0,0,red
2016micmp_ef1m1,174,129,1,1,14,10,4,0,0,0,Crossed,Crossed,Reached,Reached,110,35,60,15,0,0,12,5,A_Portcullis,2,B_Ramparts,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,5,0,0,Challenged,Challenged,Challenged,20,25,0,red
2016micmp_ef1m2,160,115,1,1,30,30,0,0,0,0,Crossed,Crossed,Crossed,Crossed,85,25,45,15,0,0,9,-1,A_Portcullis,2,B_Ramparts,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,0,5,0,Challenged,Challenged,Challenged,20,25,0,red
2016micmp_ef1m3,157,112,1,1,22,20,2,0,0,0,Crossed,Crossed,Reached,Crossed,90,30,45,15,0,0,9,-2,A_Portcullis,2,B_Ramparts,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,0,0,0,Challenged,Challenged,Challenged,20,25,0,red
2016micmp_qm111,130,130,1,,40,30,0,10,1,0,Crossed,Crossed,Crossed,Crossed,90,25,45,5,15,0,9,0,A_ChevalDeFrise,2,B_Moat,2,C_SallyPort,0,D_RoughTerrain,2,E_LowBar,2,0,0,0,Challenged,Scaled,Unknown,0,0,0,blue
2016micmp_qm120,160,160,1,1,40,30,0,10,1,0,Crossed,Crossed,Crossed,Crossed,105,25,65,15,0,0,13,-4,A_ChevalDeFrise,2,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,15,1,0,Challenged,Challenged,Challenged,0,0,0,red
2016micmp_qm137,170,170,1,1,27,20,2,5,0,1,Reached,Crossed,Crossed,Reached,133,40,58,5,30,4,10,-1,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,2,D_RockWall,2,E_LowBar,2,10,0,0,Challenged,Scaled,Scaled,0,0,0,red
2016micmp_qm169,172,172,1,1,22,20,2,0,0,0,Crossed,Crossed,Crossed,Reached,140,30,85,10,15,0,17,1,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,10,0,0,Challenged,Scaled,Challenged,0,0,0,red
2016micmp_qm184,160,160,1,1,30,30,0,0,0,0,Crossed,Crossed,Crossed,Crossed,130,35,70,10,15,0,14,-5,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,2,D_RoughTerrain,2,E_LowBar,2,0,0,0,Challenged,Scaled,Challenged,0,0,0,red
2016micmp_qm204,144,144,1,1,30,30,0,0,0,0,Crossed,Crossed,Crossed,Crossed,109,30,54,10,15,2,10,-2,A_ChevalDeFrise,2,B_Moat,2,C_SallyPort,1,D_RockWall,2,E_LowBar,2,5,0,0,Scaled,Challenged,Challenged,0,0,0,red
2016micmp_qm33,108,108,1,1,30,30,0,0,0,0,Crossed,Crossed,Crossed,Crossed,78,25,38,15,0,9,4,0,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,0,1,0,Challenged,Challenged,Challenged,0,0,0,blue
2016micmp_qm43,114,114,1,,30,30,0,0,0,0,Crossed,Crossed,Crossed,Crossed,84,25,39,5,15,2,7,-2,A_Portcullis,2,B_Moat,2,C_SallyPort,0,D_RoughTerrain,2,E_LowBar,2,0,1,0,Challenged,Scaled,None,0,0,0,red
2016micmp_qm53,147,147,1,1,32,20,2,10,1,0,Reached,Reached,Crossed,Crossed,115,30,60,10,15,0,12,-3,A_ChevalDeFrise,2,B_Moat,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,0,3,0,Challenged,Scaled,Challenged,0,0,0,blue
2016micmp_qm7,125,125,1,1,22,20,2,0,0,0,Reached,Crossed,Crossed,Reached,98,30,43,10,15,4,7,3,A_Portcullis,2,B_Moat,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,5,0,0,Challenged,Scaled,Challenged,0,0,0,blue
2016micmp_qm70,150,150,1,1,40,30,0,10,1,0,Crossed,Crossed,Crossed,Crossed,110,35,60,15,0,0,12,-6,A_Portcullis,2,B_Moat,2,C_SallyPort,2,D_RockWall,2,E_LowBar,2,0,0,1,Challenged,Challenged,Challenged,0,0,0,blue
2016micmp_qm92,122,122,1,1,25,20,0,5,0,1,None,Crossed,None,Crossed,97,30,42,10,15,6,6,-1,A_ChevalDeFrise,2,B_Moat,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,0,0,0,Challenged,Challenged,Scaled,0,0,0,blue
