Key,"Total Points","Quals Score","Teleop Defenses Breached","Teleop Tower Captured","Auto Points","Auto Crossing Points","Auto Reach Points","Auto Boulder Points","Auto Boulders High","Auto Low Boulders","111 Auto","Robot 1 Auto","Robot 2 Auto","Robot 3 Auto","Teleop Score","Teleop Crossing Points","Teleop Boulder Points","Teleop Challenge Points","Teleop Scale Points","Teleop Boulders Low","Teleop Boulders High","Tower End Strength","Category A","Category A Crossings","Category B","Category B Crossings","Category C","Category C Crossings","Category D","Category D Crossings","Category E","Category E Crossings","Foul Points","Foul Count","Tech Foul Count","Tower Face A","Tower Face B","Tower Face C","Breach Points","Capture Points","Adjust Points",Color
2016ilch_qf3m2,129,109,1,,20,20,0,0,0,0,Crossed,Crossed,Crossed,None,89,40,39,10,0,2,7,1,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,2,D_RockWall,2,E_LowBar,2,0,0,0,Challenged,Challenged,None,20,0,0,red
2016ilch_qm14,102,102,1,,30,20,0,10,1,0,Crossed,Crossed,Crossed,None,72,30,32,10,0,6,4,5,A_Portcullis,2,B_Ramparts,2,C_SallyPort,0,D_RoughTerrain,2,E_LowBar,2,0,2,0,Challenged,Challenged,Unknown,0,0,0,red
2016ilch_qm22,115,115,1,,12,0,2,10,1,0,Reached,Reached,None,None,88,50,28,10,0,4,4,5,A_Portcullis,2,B_Ramparts,2,C_SallyPort,2,D_RoughTerrain,2,E_LowBar,2,15,0,0,Challenged,Challenged,Unknown,0,0,0,red
2016ilch_qm27,112,112,1,,30,20,0,10,1,0,Crossed,Crossed,Crossed,None,77,30,37,10,0,1,7,5,A_ChevalDeFrise,2,B_Moat,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,5,0,0,Challenged,Challenged,Unknown,0,0,0,red
2016ilch_qm36,132,132,1,1,22,10,2,10,1,0,Crossed,Crossed,Reached,None,90,35,40,15,0,5,6,3,A_ChevalDeFrise,2,B_Ramparts,2,C_Drawbridge,0,D_RockWall,2,E_LowBar,2,20,0,0,Challenged,Challenged,Challenged,0,0,0,blue
2016ilch_qm50,101,101,1,1,20,20,0,0,0,0,None,None,Crossed,Crossed,71,40,16,15,0,8,0,5,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,2,D_RoughTerrain,2,E_LowBar,2,10,0,0,Challenged,Challenged,Challenged,0,0,0,blue
2016ilch_qm57,79,79,1,,30,20,0,10,1,0,Crossed,Crossed,None,Crossed,49,30,14,5,0,2,2,3,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,0,3,0,None,None,Challenged,0,0,0,blue
2016ilch_qm6,94,94,1,,22,10,2,10,1,0,None,None,Reached,Crossed,67,35,22,10,0,1,4,7,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,0,D_RockWall,2,E_LowBar,2,5,0,0,Challenged,Challenged,None,0,0,0,red
2016ilch_qm69,140,140,1,1,30,20,0,10,1,0,Crossed,Crossed,Crossed,None,110,35,50,10,15,0,10,0,A_Portcullis,2,B_Ramparts,2,C_SallyPort,1,D_RockWall,2,E_LowBar,2,0,0,0,Challenged,Challenged,Scaled,0,0,0,red
2016ilch_qm75,146,146,1,1,20,20,0,0,0,0,None,Crossed,Crossed,None,111,40,46,10,15,3,8,4,A_Portcullis,2,B_Ramparts,2,C_SallyPort,2,D_RockWall,2,E_LowBar,2,15,0,0,Challenged,Scaled,Challenged,0,0,0,blue
2016ilch_qm80,108,108,1,,20,20,0,0,0,0,Crossed,Crossed,None,Crossed,88,35,33,5,15,4,5,1,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,1,D_RockWall,2,E_LowBar,2,0,1,0,None,Scaled,Challenged,0,0,0,blue
2016ilch_sf2m1,160,115,1,1,30,20,0,10,1,0,Crossed,Crossed,Crossed,None,85,40,30,15,0,5,4,-3,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,2,D_RockWall,2,E_LowBar,2,0,0,0,Challenged,Challenged,Challenged,20,25,0,red
2016ilch_sf2m2,184,139,1,1,30,20,0,10,1,0,Crossed,Crossed,Crossed,None,109,40,54,15,0,2,10,-2,A_ChevalDeFrise,2,B_Ramparts,2,C_SallyPort,2,D_RockWall,2,E_LowBar,2,0,0,0,Challenged,Challenged,Challenged,20,25,0,red
